Time,Drybulb C
6/8/2016 19:00,28.9
6/8/2016 20:00,25.6
6/8/2016 21:00,25
6/8/2016 22:00,23.9
6/8/2016 23:00,22.8
6/9/2016 0:00,22.2
6/9/2016 1:00,20
6/9/2016 2:00,20
6/9/2016 3:00,19.4
6/9/2016 4:00,18.9
6/9/2016 5:00,20
6/9/2016 6:00,18.9
6/9/2016 7:00,22
6/9/2016 8:00,23.3
6/9/2016 9:00,26.7
6/9/2016 10:00,28.9
6/9/2016 11:00,30
6/9/2016 12:00,30.6
6/9/2016 13:00,32.2
6/9/2016 14:00,32.8
6/9/2016 15:00,33.3
6/9/2016 16:00,33.9
6/9/2016 17:00,33.9
6/9/2016 18:00,32.8
6/9/2016 19:00,31.7
6/9/2016 20:00,29.4
6/9/2016 21:00,28.9
6/9/2016 22:00,27.8
6/9/2016 23:00,26.7
6/10/2016 0:00,26.1
6/10/2016 1:00,26.1
6/10/2016 2:00,26.1
6/10/2016 3:00,26
6/10/2016 4:00,25.6
6/10/2016 5:00,25.6
6/10/2016 6:00,23.3
6/10/2016 7:00,22.2
6/10/2016 8:00,22.2
6/10/2016 9:00,22.8
6/10/2016 10:00,22.8
6/10/2016 11:00,25
6/10/2016 12:00,27.8
6/10/2016 13:00,28.9
6/10/2016 14:00,29.4
6/10/2016 15:00,30.6
6/10/2016 16:00,31.1
6/10/2016 17:00,31.1
6/10/2016 18:00,30.6
6/10/2016 19:00,28.9
6/10/2016 20:00,26.1
6/10/2016 21:00,23.9
6/10/2016 22:00,25.6
6/10/2016 23:00,25
6/11/2016 0:00,25
6/11/2016 1:00,25
6/11/2016 2:00,25.6
6/11/2016 3:00,25.6
6/11/2016 4:00,25.6
6/11/2016 5:00,25.6
6/11/2016 6:00,25.6
6/11/2016 7:00,26.7
6/11/2016 8:00,27.8
6/11/2016 9:00,29.4
6/11/2016 10:00,30
6/11/2016 11:00,31.1
6/11/2016 12:00,32.2
6/11/2016 13:00,33.9
6/11/2016 14:00,33.3
6/11/2016 15:00,34.4
6/11/2016 16:00,34.4
6/11/2016 17:00,35
6/11/2016 18:00,33.3
6/11/2016 19:00,31.7
6/11/2016 20:00,30
6/11/2016 21:00,28.9
6/11/2016 22:00,27.8
6/11/2016 23:00,26.7
6/12/2016 0:00,26.7
6/12/2016 1:00,27.2
6/12/2016 2:00,23
6/12/2016 3:00,22
6/12/2016 4:00,23.3
6/12/2016 5:00,23
6/12/2016 6:00,25
6/12/2016 7:00,26.1
6/12/2016 8:00,26.7
6/12/2016 9:00,27.8
6/12/2016 10:00,30.6
6/12/2016 11:00,31.1
6/12/2016 12:00,32.2
6/12/2016 13:00,32.8
6/12/2016 14:00,34.4
6/12/2016 15:00,35.6
6/12/2016 16:00,35
6/12/2016 17:00,33.9
6/12/2016 18:00,33.3
6/12/2016 19:00,31.7
6/12/2016 20:00,30.6
6/12/2016 21:00,29.4
6/12/2016 22:00,28.9
6/12/2016 23:00,27.8
6/13/2016 0:00,27.2
6/13/2016 1:00,27.2
6/13/2016 2:00,26.7
6/13/2016 3:00,26.7
6/13/2016 4:00,26.1
6/13/2016 5:00,26.1
6/13/2016 6:00,26.1
6/13/2016 7:00,26.7
6/13/2016 8:00,28.3
6/13/2016 9:00,29.4
6/13/2016 10:00,30
6/13/2016 11:00,30.6
6/13/2016 12:00,32.8
6/13/2016 13:00,33.9
6/13/2016 14:00,32.8
6/13/2016 15:00,28
6/13/2016 16:00,20
6/13/2016 17:00,20.6
6/13/2016 18:00,20
6/13/2016 19:00,21
6/13/2016 20:00,20
6/13/2016 21:00,20
6/13/2016 22:00,20.6
6/13/2016 23:00,20.6
6/14/2016 0:00,20.6
6/14/2016 1:00,20.6
6/14/2016 2:00,19.4
6/14/2016 3:00,20
6/14/2016 4:00,19.4
6/14/2016 5:00,18.3
6/14/2016 6:00,18.3
6/14/2016 7:00,20.6
6/14/2016 8:00,22.8
6/14/2016 9:00,24.4
6/14/2016 10:00,25.6
6/14/2016 11:00,27.2
6/14/2016 12:00,28.9
6/14/2016 13:00,29.4
6/14/2016 14:00,30.6
6/14/2016 15:00,31.1
6/14/2016 16:00,31.7
6/14/2016 17:00,31.7
6/14/2016 18:00,31.7
6/14/2016 19:00,30.6
6/14/2016 20:00,26.7
6/14/2016 21:00,25.6
6/14/2016 22:00,24.4
6/14/2016 23:00,22.8
6/15/2016 0:00,22.8
6/15/2016 1:00,23.3
6/15/2016 2:00,24.4
6/15/2016 3:00,24.4
6/15/2016 4:00,25
6/15/2016 5:00,23.3
6/15/2016 6:00,20
6/15/2016 7:00,20.6
6/15/2016 8:00,22.2
6/15/2016 9:00,22.8
6/15/2016 10:00,22.8
6/15/2016 11:00,26.1
6/15/2016 12:00,27.2
6/15/2016 13:00,28.9
6/15/2016 14:00,28.9
6/15/2016 15:00,27.8
6/15/2016 16:00,23.9
6/15/2016 17:00,23.9
6/15/2016 18:00,24.4
6/15/2016 19:00,25
6/15/2016 20:00,23.3
6/15/2016 21:00,21.7
6/15/2016 22:00,21.7
6/15/2016 23:00,22.2
6/16/2016 0:00,21.7
6/16/2016 1:00,21.1
6/16/2016 2:00,20
6/16/2016 3:00,20.6
6/16/2016 4:00,20
6/16/2016 5:00,20
6/16/2016 6:00,20.6
6/16/2016 7:00,22.2
6/16/2016 8:00,24.4
6/16/2016 9:00,26.1
6/16/2016 10:00,27.8
6/16/2016 11:00,29.4
6/16/2016 12:00,30
6/16/2016 13:00,30.6
6/16/2016 14:00,30
6/16/2016 15:00,29.4
6/16/2016 16:00,31.1
6/16/2016 17:00,31.1
6/16/2016 18:00,30.6
6/16/2016 19:00,28.9
6/16/2016 20:00,26.7
6/16/2016 21:00,25.6
6/16/2016 22:00,23.3
6/16/2016 23:00,21.7
6/17/2016 0:00,21.1
6/17/2016 1:00,21.7
6/17/2016 2:00,21.1
6/17/2016 3:00,20.6
6/17/2016 4:00,20
6/17/2016 5:00,20
6/17/2016 6:00,20
6/17/2016 7:00,22.8
6/17/2016 8:00,25.6
6/17/2016 9:00,27.8
6/17/2016 10:00,28.3
6/17/2016 11:00,28.9
6/17/2016 12:00,29.4
6/17/2016 13:00,31.1
6/17/2016 14:00,31.1
6/17/2016 15:00,31.7
6/17/2016 16:00,31.7
6/17/2016 17:00,31.1
6/17/2016 18:00,30
6/17/2016 19:00,28.9
6/17/2016 20:00,27.2
6/17/2016 21:00,26.1
6/17/2016 22:00,22.8
6/17/2016 23:00,21.7
6/18/2016 0:00,21.7
6/18/2016 1:00,21.1
6/18/2016 2:00,20.6
6/18/2016 3:00,20.6
6/18/2016 4:00,20.6
6/18/2016 5:00,20
6/18/2016 6:00,20
6/18/2016 7:00,23.3
6/18/2016 8:00,25.6
6/18/2016 9:00,26.7
6/18/2016 10:00,28.3
6/18/2016 11:00,30
6/18/2016 12:00,31.1
6/18/2016 13:00,31.1
6/18/2016 14:00,31.7
6/18/2016 15:00,32.2
6/18/2016 16:00,32.2
6/18/2016 17:00,31.7
6/18/2016 18:00,31.7
6/18/2016 19:00,30
6/18/2016 20:00,28.3
6/18/2016 21:00,23.3
6/18/2016 22:00,22.8
6/18/2016 23:00,21.7
6/19/2016 0:00,21.7
6/19/2016 1:00,21.1
6/19/2016 2:00,20
6/19/2016 3:00,20.6
6/19/2016 4:00,19.4
6/19/2016 5:00,20
6/19/2016 6:00,20.3
6/19/2016 7:00,22.8
6/19/2016 8:00,25.6
6/19/2016 9:00,28.3
6/19/2016 10:00,30
6/19/2016 11:00,31.1
6/19/2016 12:00,32.2
6/19/2016 13:00,32.8
6/19/2016 14:00,32.8
6/19/2016 15:00,33.3
6/19/2016 16:00,33.3
6/19/2016 17:00,33.3
6/19/2016 18:00,32.2
6/19/2016 19:00,30.6
6/19/2016 20:00,28.3
6/19/2016 21:00,24.4
6/19/2016 22:00,23.3
6/19/2016 23:00,22.2
6/20/2016 0:00,21.7
6/20/2016 1:00,21.1
6/20/2016 2:00,21.1
6/20/2016 3:00,20.6
6/20/2016 4:00,20
6/20/2016 5:00,20
6/20/2016 6:00,20
6/20/2016 7:00,23.3
6/20/2016 8:00,26.7
6/20/2016 9:00,28.9
6/20/2016 10:00,30
6/20/2016 11:00,31.7
6/20/2016 12:00,32.2
6/20/2016 13:00,33.3
6/20/2016 14:00,33.9
6/20/2016 15:00,34.4
6/20/2016 16:00,33.9
6/20/2016 17:00,33.3
6/20/2016 18:00,32.2
6/20/2016 19:00,30.6
6/20/2016 20:00,26.1
6/20/2016 21:00,24.4
6/20/2016 22:00,23.3
6/20/2016 23:00,22.8
6/21/2016 0:00,22.2
6/21/2016 1:00,22.2
6/21/2016 2:00,22.2
6/21/2016 3:00,21.7
6/21/2016 4:00,21.1
6/21/2016 5:00,22.2
6/21/2016 6:00,21.7
6/21/2016 7:00,23.9
6/21/2016 8:00,25.6
6/21/2016 9:00,28.3
6/21/2016 10:00,28.9
6/21/2016 11:00,30.6
6/21/2016 12:00,32.2
6/21/2016 13:00,32.8
6/21/2016 14:00,33.3
6/21/2016 15:00,33.9
6/21/2016 16:00,33.9
6/21/2016 17:00,33.9
6/21/2016 18:00,33.3
6/21/2016 19:00,31.7
6/21/2016 20:00,30
6/21/2016 21:00,28.3
6/21/2016 22:00,28.3
6/21/2016 23:00,27.2
6/22/2016 0:00,26.7
6/22/2016 1:00,25.6
6/22/2016 2:00,24.4
6/22/2016 3:00,24.4
6/22/2016 4:00,24.4
6/22/2016 5:00,25
6/22/2016 6:00,24.4
6/22/2016 7:00,25.6
6/22/2016 8:00,27.2
6/22/2016 9:00,28.9
6/22/2016 10:00,29.4
6/22/2016 11:00,30.6
6/22/2016 12:00,31.7
6/22/2016 13:00,32.8
6/22/2016 14:00,33.9
6/22/2016 15:00,34.4
6/22/2016 16:00,34.4
6/22/2016 17:00,34.4
6/22/2016 18:00,34.4
6/22/2016 19:00,33.3
6/22/2016 20:00,31.1
6/22/2016 21:00,30
6/22/2016 22:00,28.9
6/22/2016 23:00,28.3
6/23/2016 0:00,27.2
6/23/2016 1:00,26.1
6/23/2016 2:00,25.6
6/23/2016 3:00,26
6/23/2016 4:00,26.1
6/23/2016 5:00,26
6/23/2016 6:00,26.1
6/23/2016 7:00,26.7
6/23/2016 8:00,27.8
6/23/2016 9:00,29.4
6/23/2016 10:00,30.6
6/23/2016 11:00,31.7
6/23/2016 12:00,32.2
6/23/2016 13:00,34.4
6/23/2016 14:00,35
6/23/2016 15:00,34.4
6/23/2016 16:00,33.9
6/23/2016 17:00,35.6
6/23/2016 18:00,34.4
6/23/2016 19:00,32.8
6/23/2016 20:00,31.7
6/23/2016 21:00,30.6
6/23/2016 22:00,28.9
6/23/2016 23:00,28.3
6/24/2016 0:00,27.2
6/24/2016 1:00,26.1
6/24/2016 2:00,25.6
6/24/2016 3:00,24.4
6/24/2016 4:00,24.4
6/24/2016 5:00,25
6/24/2016 6:00,25
6/24/2016 7:00,26.1
6/24/2016 8:00,27.2
6/24/2016 9:00,29.4
6/24/2016 10:00,29.4
6/24/2016 11:00,31.7
6/24/2016 12:00,33.3
6/24/2016 13:00,33.3
6/24/2016 14:00,33.3
6/24/2016 15:00,33.3
6/24/2016 16:00,33.9
6/24/2016 17:00,33.3
6/24/2016 18:00,34.4
6/24/2016 19:00,33.3
6/24/2016 20:00,31.1
6/24/2016 21:00,30
6/24/2016 22:00,28.3
6/24/2016 23:00,26.7
6/25/2016 0:00,26.1
6/25/2016 1:00,25
6/25/2016 2:00,24.4
6/25/2016 3:00,24.4
6/25/2016 4:00,25.6
6/25/2016 5:00,25.6
6/25/2016 6:00,25.6
6/25/2016 7:00,26.7
6/25/2016 8:00,28.3
6/25/2016 9:00,29.4
6/25/2016 10:00,31.7
6/25/2016 11:00,31.7
6/25/2016 12:00,32.8
6/25/2016 13:00,32.8
6/25/2016 14:00,33.9
6/25/2016 15:00,35.6
6/25/2016 16:00,35
6/25/2016 17:00,35
6/25/2016 18:00,34.4
6/25/2016 19:00,33.3
6/25/2016 20:00,31.1
6/25/2016 21:00,30
6/25/2016 22:00,28.9
6/25/2016 23:00,27.2
6/26/2016 0:00,26.1
6/26/2016 1:00,25
6/26/2016 2:00,23.9
6/26/2016 3:00,24.4
6/26/2016 4:00,24.4
6/26/2016 5:00,23.9
6/26/2016 6:00,23.3
6/26/2016 7:00,25
6/26/2016 8:00,26.7
6/26/2016 9:00,27.8
6/26/2016 10:00,28.9
6/26/2016 11:00,30.6
6/26/2016 12:00,30.6
6/26/2016 13:00,33.3
6/26/2016 14:00,33.9
6/26/2016 15:00,34.4
6/26/2016 16:00,32.8
6/26/2016 17:00,27.8
6/26/2016 18:00,27.8
6/26/2016 19:00,27.8
6/26/2016 20:00,26.7
6/26/2016 21:00,26.1
6/26/2016 22:00,26.1
6/26/2016 23:00,25.6
6/27/2016 0:00,25.6
6/27/2016 1:00,25
6/27/2016 2:00,25
6/27/2016 3:00,24.4
6/27/2016 4:00,23.9
6/27/2016 5:00,23.3
6/27/2016 6:00,23.3
6/27/2016 7:00,23.3
6/27/2016 8:00,24.4
6/27/2016 9:00,25.6
6/27/2016 10:00,27.2
6/27/2016 11:00,28.9
6/27/2016 12:00,28.9
6/27/2016 13:00,30.6
6/27/2016 14:00,31.1
6/27/2016 15:00,31.1
6/27/2016 16:00,32.2
6/27/2016 17:00,31.7
6/27/2016 18:00,31.7
6/27/2016 19:00,30.6
6/27/2016 20:00,28.3
6/27/2016 21:00,27.8
6/27/2016 22:00,26.7
6/27/2016 23:00,23.3
6/28/2016 0:00,22.8
6/28/2016 1:00,22.2
6/28/2016 2:00,21.7
6/28/2016 3:00,22.2
6/28/2016 4:00,24.4
6/28/2016 5:00,23.3
6/28/2016 6:00,23.3
6/28/2016 7:00,23.9
6/28/2016 8:00,25.6
6/28/2016 9:00,27.8
6/28/2016 10:00,29
6/28/2016 11:00,30
6/28/2016 12:00,32.8
6/28/2016 13:00,32.8
6/28/2016 14:00,33.9
6/28/2016 15:00,33.3
6/28/2016 16:00,33.3
6/28/2016 17:00,32.8
6/28/2016 18:00,31.7
6/28/2016 19:00,30.6
6/28/2016 20:00,28.3
6/28/2016 21:00,28.3
6/28/2016 22:00,25.6
6/28/2016 23:00,25.6
6/29/2016 0:00,25.6
6/29/2016 1:00,25
6/29/2016 2:00,23.9
6/29/2016 3:00,23.3
6/29/2016 4:00,23.9
6/29/2016 5:00,22.8
6/29/2016 6:00,23.3
6/29/2016 7:00,24.4
6/29/2016 8:00,26.7
6/29/2016 9:00,27.2
6/29/2016 10:00,29.4
6/29/2016 11:00,30
6/29/2016 12:00,31.1
6/29/2016 13:00,32.8
6/29/2016 14:00,32.8
6/29/2016 15:00,33.3
6/29/2016 16:00,33.9
6/29/2016 17:00,33.3
6/29/2016 18:00,32.2
6/29/2016 19:00,30.6
6/29/2016 20:00,28.9
6/29/2016 21:00,27.2
6/29/2016 22:00,26.1
6/29/2016 23:00,22.2
6/30/2016 0:00,22.2
6/30/2016 1:00,22.2
6/30/2016 2:00,22.8
6/30/2016 3:00,22.2
6/30/2016 4:00,22.2
6/30/2016 5:00,21.1
6/30/2016 6:00,20.6
6/30/2016 7:00,25
6/30/2016 8:00,26.1
6/30/2016 9:00,27.8
6/30/2016 10:00,30
6/30/2016 11:00,32.2
6/30/2016 12:00,31.7
6/30/2016 13:00,33.9
6/30/2016 14:00,32.8
6/30/2016 15:00,33.9
6/30/2016 16:00,33.9
6/30/2016 17:00,33.3
6/30/2016 18:00,32.8
6/30/2016 19:00,30
6/30/2016 20:00,28.3
6/30/2016 21:00,28.9
6/30/2016 22:00,28.1
6/30/2016 23:00,27.3
7/1/2016 0:00,26.5
7/1/2016 1:00,25.7
7/1/2016 2:00,24.9
7/1/2016 3:00,24.1
7/1/2016 4:00,23.3
7/1/2016 5:00,22.8
7/1/2016 6:00,22.2
7/1/2016 7:00,22.8
7/1/2016 8:00,24.4
7/1/2016 9:00,26.1
7/1/2016 10:00,26.7
7/1/2016 11:00,28.3
7/1/2016 12:00,29.4
7/1/2016 13:00,29.4
7/1/2016 14:00,28.9
7/1/2016 15:00,30.6
7/1/2016 16:00,30.6
7/1/2016 17:00,30
7/1/2016 18:00,30
7/1/2016 19:00,29.4
7/1/2016 20:00,27.2
7/1/2016 21:00,26.7
7/1/2016 22:00,25.6
7/1/2016 23:00,25.6
7/2/2016 0:00,24.4
7/2/2016 1:00,22.8
7/2/2016 2:00,22.8
7/2/2016 3:00,22.8
7/2/2016 4:00,22.2
7/2/2016 5:00,22.8
7/2/2016 6:00,21.7
7/2/2016 7:00,23.3
7/2/2016 8:00,25
7/2/2016 9:00,27.2
7/2/2016 10:00,28.9
7/2/2016 11:00,29.4
7/2/2016 12:00,30.6
7/2/2016 13:00,30
7/2/2016 14:00,30.6
7/2/2016 15:00,30
7/2/2016 16:00,30
7/2/2016 17:00,30.6
7/2/2016 18:00,30.6
7/2/2016 19:00,28.9
7/2/2016 20:00,28.3
7/2/2016 21:00,27.8
7/2/2016 22:00,26.7
7/2/2016 23:00,26.1
7/3/2016 0:00,25.6
7/3/2016 1:00,25
7/3/2016 2:00,25
7/3/2016 3:00,24.4
7/3/2016 4:00,24.4
7/3/2016 5:00,24.4
7/3/2016 6:00,24.4
7/3/2016 7:00,24.4
7/3/2016 8:00,25.6
7/3/2016 9:00,26.7
7/3/2016 10:00,28.9
7/3/2016 11:00,29.4
7/3/2016 12:00,31.1
7/3/2016 13:00,31.7
7/3/2016 14:00,32.8
7/3/2016 15:00,32.8
7/3/2016 16:00,33.3
7/3/2016 17:00,31.7
7/3/2016 18:00,31.7
7/3/2016 19:00,30
7/3/2016 20:00,29.4
7/3/2016 21:00,28.3
7/3/2016 22:00,27.8
7/3/2016 23:00,27.2
7/4/2016 0:00,25
7/4/2016 1:00,23.9
7/4/2016 2:00,26.1
7/4/2016 3:00,26.1
7/4/2016 4:00,26.1
7/4/2016 5:00,22.8
7/4/2016 6:00,20.6
7/4/2016 7:00,21.7
7/4/2016 8:00,23.9
7/4/2016 9:00,26.1
7/4/2016 10:00,27.2
7/4/2016 11:00,28.9
7/4/2016 12:00,29.4
7/4/2016 13:00,31.1
7/4/2016 14:00,31.7
7/4/2016 15:00,32.2
7/4/2016 16:00,32.2
7/4/2016 17:00,31.7
7/4/2016 18:00,31.7
7/4/2016 19:00,30.6
7/4/2016 20:00,28.9
7/4/2016 21:00,28.3
7/4/2016 22:00,27.2
7/4/2016 23:00,26.7
7/5/2016 0:00,26.1
7/5/2016 1:00,26.1
7/5/2016 2:00,25.6
7/5/2016 3:00,26.1
7/5/2016 4:00,26.1
7/5/2016 5:00,25.6
7/5/2016 6:00,25
7/5/2016 7:00,26.1
7/5/2016 8:00,27.2
7/5/2016 9:00,27.2
7/5/2016 10:00,28.3
7/5/2016 11:00,21.1
7/5/2016 12:00,25
7/5/2016 13:00,28.9
7/5/2016 14:00,28.9
7/5/2016 15:00,30
7/5/2016 16:00,29.4
7/5/2016 17:00,29.4
7/5/2016 18:00,29.4
7/5/2016 19:00,28.3
7/5/2016 20:00,27.2
7/5/2016 21:00,26.1
7/5/2016 22:00,25
7/5/2016 23:00,24.4
7/6/2016 0:00,24.4
7/6/2016 1:00,24.4
7/6/2016 2:00,24.4
7/6/2016 3:00,24.4
7/6/2016 4:00,25
7/6/2016 5:00,24.4
7/6/2016 6:00,24.4
7/6/2016 7:00,25.6
7/6/2016 8:00,26.7
7/6/2016 9:00,27.2
7/6/2016 10:00,29.4
7/6/2016 11:00,29.4
7/6/2016 12:00,30.6
7/6/2016 13:00,30.6
7/6/2016 14:00,30
7/6/2016 15:00,24.4
7/6/2016 16:00,27.2
7/6/2016 17:00,28.9
7/6/2016 18:00,29.4
7/6/2016 19:00,28.3
7/6/2016 20:00,27.8
7/6/2016 21:00,27.2
7/6/2016 22:00,26.7
7/6/2016 23:00,26.1
7/7/2016 0:00,25
7/7/2016 1:00,25
7/7/2016 2:00,23.9
7/7/2016 3:00,22.8
7/7/2016 4:00,22.2
7/7/2016 5:00,21.7
7/7/2016 6:00,22.8
7/7/2016 7:00,23.9
7/7/2016 8:00,25.6
7/7/2016 9:00,27.2
7/7/2016 10:00,28.9
7/7/2016 11:00,30
7/7/2016 12:00,31.1
7/7/2016 13:00,32.2
7/7/2016 14:00,32.2
7/7/2016 15:00,32.2
7/7/2016 16:00,32.8
7/7/2016 17:00,33.3
7/7/2016 18:00,32.2
7/7/2016 19:00,31.1
7/7/2016 20:00,29.4
7/7/2016 21:00,28.3
7/7/2016 22:00,27.8
7/7/2016 23:00,26.1
7/8/2016 0:00,26.1
7/8/2016 1:00,26.1
7/8/2016 2:00,26.1
7/8/2016 3:00,25
7/8/2016 4:00,25
7/8/2016 5:00,23.9
7/8/2016 6:00,23.9
7/8/2016 7:00,26.1
7/8/2016 8:00,27.8
7/8/2016 9:00,30
7/8/2016 10:00,31.1
7/8/2016 11:00,31.7
7/8/2016 12:00,32.2
7/8/2016 13:00,33.9
7/8/2016 14:00,33.3
7/8/2016 15:00,34.4
7/8/2016 16:00,34.4
7/8/2016 17:00,33.9
7/8/2016 18:00,32.8
7/8/2016 19:00,31.1
7/8/2016 20:00,29.4
7/8/2016 21:00,27.8
7/8/2016 22:00,27.2
7/8/2016 23:00,26.1
7/9/2016 0:00,26.1
7/9/2016 1:00,25
7/9/2016 2:00,25.6
7/9/2016 3:00,25
7/9/2016 4:00,23.3
7/9/2016 5:00,24.4
7/9/2016 6:00,24.4
7/9/2016 7:00,25.6
7/9/2016 8:00,27.2
7/9/2016 9:00,28.9
7/9/2016 10:00,31.1
7/9/2016 11:00,31.1
7/9/2016 12:00,32.8
7/9/2016 13:00,32.8
7/9/2016 14:00,32.8
7/9/2016 15:00,33.3
7/9/2016 16:00,33.9
7/9/2016 17:00,33.3
7/9/2016 18:00,32.8
7/9/2016 19:00,31.7
7/9/2016 20:00,29.4
7/9/2016 21:00,28.9
7/9/2016 22:00,27.8
7/9/2016 23:00,26.7
7/10/2016 0:00,25.6
7/10/2016 1:00,25.6
7/10/2016 2:00,24.4
7/10/2016 3:00,24.4
7/10/2016 4:00,25.6
7/10/2016 5:00,25.6
7/10/2016 6:00,25
7/10/2016 7:00,26.1
7/10/2016 8:00,28.3
7/10/2016 9:00,29.4
7/10/2016 10:00,31.1
