Time,Zone1_Tset,Zone1_Qall (kW),Zone2_Tset,Zone2_Qall,Zone3_Tset,Zone3_Qall,Zone4_Tset,Zone4_Qall,Zone5_Tset,Zone5_Qall
22:00,25,0.109453604,24,0.209453604,25,0.109453604,24,0.209453604,25,0.109453604
23:00,25,0.108083877,24,0.208083877,25,0.108083877,24,0.208083877,25,0.108083877
0:00,25,0.111582906,24,0.211582906,25,0.111582906,24,0.211582906,25,0.111582906
1:00,25,0.105506301,24,0.105506301,25,0.105506301,24,0.105506301,25,0.105506301
2:00,25,0.106801315,24,0.106801315,25,0.106801315,24,0.106801315,25,0.106801315
3:00,25,0.110163371,24,0.110163371,25,0.110163371,24,0.110163371,25,0.110163371
4:00,25,0.105854958,24,0.105854958,25,0.105854958,24,0.105854958,25,0.105854958
5:00,25,0.100537929,24,0.100537929,25,0.100537929,24,0.100537929,25,0.100537929
6:00,25,0.204647109,24,0.104647109,25,0.204647109,24,0.104647109,25,0.204647109
7:00,25,0.200886587,24,0.100886587,25,0.200886587,24,0.100886587,25,0.200886587
8:00,25,0.299467052,24,0.299467052,25,0.299467052,24,0.299467052,25,0.299467052
9:00,25,0.303800369,24,0.303800369,25,0.303800369,24,0.303800369,25,0.303800369
10:00,25,0.114484236,24,0.114484236,25,0.114484236,24,0.114484236,25,0.114484236
11:00,25,0.116713154,24,0.116713154,25,0.116713154,24,0.116713154,25,0.116713154
12:00,25,0.108295562,24,0.108295562,25,0.108295562,24,0.108295562,25,0.108295562
13:00,25,0.110798426,24,0.110798426,25,0.110798426,24,0.110798426,25,0.110798426
14:00,25,0.108731384,24,0.108731384,25,0.108731384,24,0.108731384,25,0.108731384
15:00,25,0.114123126,24,0.114123126,25,0.114123126,24,0.114123126,25,0.114123126
16:00,25,0.111508193,24,0.111508193,25,0.111508193,24,0.111508193,25,0.111508193
17:00,25,0.207137521,24,0.207137521,25,0.207137521,24,0.207137521,25,0.207137521
18:00,25,0.307199781,24,0.307199781,25,0.307199781,24,0.307199781,25,0.307199781
19:00,25,0.304248643,24,0.304248643,25,0.304248643,24,0.304248643,25,0.304248643
20:00,25,0.207847288,24,0.207847288,25,0.207847288,24,0.207847288,25,0.207847288
21:00,25,0.107523534,24,0.107523534,25,0.107523534,24,0.107523534,25,0.107523534
22:00,25,0.115206455,24,0.215206455,25,0.115206455,24,0.215206455,25,0.115206455
23:00,25,0.10779748,24,0.20779748,25,0.10779748,24,0.20779748,25,0.10779748
0:00,25,0.106826219,24,0.206826219,25,0.106826219,24,0.206826219,25,0.106826219
1:00,25,0.107847288,24,0.107847288,25,0.107847288,24,0.107847288,25,0.107847288
2:00,25,0.106477561,24,0.106477561,25,0.106477561,24,0.106477561,25,0.106477561
3:00,25,0.102044628,24,0.102044628,25,0.102044628,24,0.102044628,25,0.102044628
4:00,25,0.103650944,24,0.103650944,25,0.103650944,24,0.103650944,25,0.103650944
5:00,25,0.107772576,24,0.107772576,25,0.107772576,24,0.107772576,25,0.107772576
6:00,25,0.214434427,24,0.114434427,25,0.214434427,24,0.114434427,25,0.214434427
7:00,25,0.214907606,24,0.114907606,25,0.214907606,24,0.114907606,25,0.214907606
