Time,
7/3/2016 1:00,3.86113048
7/3/2016 2:00,3.909070912
7/3/2016 3:00,3.631224548
7/3/2016 4:00,3.655443143
7/3/2016 5:00,3.699567278
7/3/2016 6:00,4.144691824
7/3/2016 7:00,4.686244063
7/3/2016 8:00,5.580063489
7/3/2016 9:00,6.053310578
7/3/2016 10:00,6.538907011
7/3/2016 11:00,7.304793844
7/3/2016 12:00,7.871521339
7/3/2016 13:00,7.79928627
7/3/2016 14:00,8.574405124
7/3/2016 15:00,8.565598104
7/3/2016 16:00,8.5287965
7/3/2016 17:00,8.458553172
7/3/2016 18:00,8.080704573
7/3/2016 19:00,6.442019492
7/3/2016 20:00,6.033716026
7/3/2016 21:00,5.466680362
7/3/2016 22:00,5.282303132
7/3/2016 23:00,5.045813618
7/4/2016 0:00,3.92866879
7/4/2016 1:00,3.657544051
7/4/2016 2:00,4.171873656
7/4/2016 3:00,4.338204164
7/4/2016 4:00,4.344741494
7/4/2016 5:00,3.640152081
7/4/2016 6:00,3.500689014
7/4/2016 7:00,3.454616394
7/4/2016 8:00,4.178380714
7/4/2016 9:00,5.2788543
7/4/2016 10:00,5.583034489
7/4/2016 11:00,6.831633156
7/4/2016 12:00,7.495513913
7/4/2016 13:00,8.491603906
7/4/2016 14:00,8.920508742
7/4/2016 15:00,9.068704091
7/4/2016 16:00,7.974236523
7/4/2016 17:00,7.812053382
7/4/2016 18:00,8.116503528
7/4/2016 19:00,6.901330961
7/4/2016 20:00,6.007120501
7/4/2016 21:00,5.673695854
7/4/2016 22:00,5.256751506
7/4/2016 23:00,5.093307847
7/5/2016 0:00,4.656775996
7/5/2016 1:00,4.69688574
7/5/2016 2:00,4.350832629
7/5/2016 3:00,4.625410919
7/5/2016 4:00,4.740467948
7/5/2016 5:00,4.562900831
