Time,Zone1,Zone2,Zone3,Zone4,Zone5
6/7/2016 11:00,0.243064203,0.243064203,0.243064203,0.243064203,0.243064203
6/7/2016 12:00,0.238477694,0.238477694,0.238477694,0.238477694,0.238477694
6/7/2016 13:00,0.242088791,0.242088791,0.242088791,0.242088791,0.242088791
6/7/2016 14:00,0.238249406,0.238249406,0.238249406,0.238249406,0.238249406
6/7/2016 15:00,0.25229948,0.25229948,0.25229948,0.25229948,0.25229948
6/7/2016 16:00,0.230072554,0.230072554,0.230072554,0.230072554,0.230072554
6/7/2016 17:00,0.223431456,0.223431456,0.223431456,0.223431456,0.223431456
6/7/2016 18:00,0.213532068,0.213532068,0.213532068,0.213532068,0.213532068
6/7/2016 19:00,0.208219189,0.208219189,0.208219189,0.208219189,0.208219189
6/7/2016 20:00,0.193069184,0.193069184,0.193069184,0.193069184,0.193069184
6/7/2016 21:00,0.188690209,0.188690209,0.188690209,0.188690209,0.188690209
6/7/2016 22:00,0.190910827,0.190910827,0.190910827,0.190910827,0.190910827
6/7/2016 23:00,0.184165961,0.184165961,0.184165961,0.184165961,0.184165961
6/8/2016 0:00,0.185846989,0.185846989,0.185846989,0.185846989,0.185846989
6/8/2016 1:00,0.181675549,0.181675549,0.181675549,0.181675549,0.181675549
6/8/2016 2:00,0.186801647,0.186801647,0.186801647,0.186801647,0.186801647
6/8/2016 3:00,0.181717056,0.181717056,0.181717056,0.181717056,0.181717056
6/8/2016 4:00,0.185162126,0.185162126,0.185162126,0.185162126,0.185162126
6/8/2016 5:00,0.184415002,0.184415002,0.184415002,0.184415002,0.184415002
6/8/2016 6:00,0.193297471,0.193297471,0.193297471,0.193297471,0.193297471
6/8/2016 7:00,0.198236788,0.198236788,0.198236788,0.198236788,0.198236788
6/8/2016 8:00,0.210253026,0.210253026,0.210253026,0.210253026,0.210253026
6/8/2016 9:00,0.222435291,0.222435291,0.222435291,0.222435291,0.222435291
6/8/2016 10:00,0.23905879,0.23905879,0.23905879,0.23905879,0.23905879
6/8/2016 11:00,0.236568378,0.236568378,0.236568378,0.236568378,0.236568378
6/8/2016 12:00,0.251054274,0.251054274,0.251054274,0.251054274,0.251054274
6/8/2016 13:00,0.257591606,0.257591606,0.257591606,0.257591606,0.257591606
6/8/2016 14:00,0.250078863,0.250078863,0.250078863,0.250078863,0.250078863
6/8/2016 15:00,0.232874267,0.232874267,0.232874267,0.232874267,0.232874267
6/8/2016 16:00,0.228308512,0.228308512,0.228308512,0.228308512,0.228308512
6/8/2016 17:00,0.226585977,0.226585977,0.226585977,0.226585977,0.226585977
6/8/2016 18:00,0.212764191,0.212764191,0.212764191,0.212764191,0.212764191
6/8/2016 19:00,0.211145423,0.211145423,0.211145423,0.211145423,0.211145423
6/8/2016 20:00,0.193816307,0.193816307,0.193816307,0.193816307,0.193816307
6/8/2016 21:00,0.193629526,0.193629526,0.193629526,0.193629526,0.193629526
6/8/2016 22:00,0.196410486,0.196410486,0.196410486,0.196410486,0.196410486
6/8/2016 23:00,0.188939251,0.188939251,0.188939251,0.188939251,0.188939251
6/9/2016 0:00,0.190890073,0.190890073,0.190890073,0.190890073,0.190890073
6/9/2016 1:00,0.190371237,0.190371237,0.190371237,0.190371237,0.190371237
6/9/2016 2:00,0.187673291,0.187673291,0.187673291,0.187673291,0.187673291
6/9/2016 3:00,0.184892331,0.184892331,0.184892331,0.184892331,0.184892331
6/9/2016 4:00,0.18470555,0.18470555,0.18470555,0.18470555,0.18470555
6/9/2016 5:00,0.187299729,0.187299729,0.187299729,0.187299729,0.187299729
6/9/2016 6:00,0.197116103,0.197116103,0.197116103,0.197116103,0.197116103
6/9/2016 7:00,0.191886238,0.191886238,0.191886238,0.191886238,0.191886238
6/9/2016 8:00,0.205521243,0.205521243,0.205521243,0.205521243,0.205521243
6/9/2016 9:00,0.227499128,0.227499128,0.227499128,0.227499128,0.227499128
6/9/2016 10:00,0.238228653,0.238228653,0.238228653,0.238228653,0.238228653
6/9/2016 11:00,0.249269479,0.249269479,0.249269479,0.249269479,0.249269479
6/9/2016 12:00,0.257467085,0.257467085,0.257467085,0.257467085,0.257467085
6/9/2016 13:00,0.26693065,0.26693065,0.26693065,0.26693065,0.26693065
6/9/2016 14:00,0.253752221,0.253752221,0.253752221,0.253752221,0.253752221
6/9/2016 15:00,0.243603792,0.243603792,0.243603792,0.243603792,0.243603792
6/9/2016 16:00,0.234742076,0.234742076,0.234742076,0.234742076,0.234742076
6/9/2016 17:00,0.220422208,0.220422208,0.220422208,0.220422208,0.220422208
6/9/2016 18:00,0.221563647,0.221563647,0.221563647,0.221563647,0.221563647
6/9/2016 19:00,0.201536584,0.201536584,0.201536584,0.201536584,0.201536584
6/9/2016 20:00,0.195808637,0.195808637,0.195808637,0.195808637,0.195808637
6/9/2016 21:00,0.193421992,0.193421992,0.193421992,0.193421992,0.193421992
6/9/2016 22:00,0.197697199,0.197697199,0.197697199,0.197697199,0.197697199
6/9/2016 23:00,0.195808637,0.195808637,0.195808637,0.195808637,0.195808637
6/10/2016 0:00,0.193546513,0.193546513,0.193546513,0.193546513,0.193546513
6/10/2016 1:00,0.180969932,0.180969932,0.180969932,0.180969932,0.180969932
6/10/2016 2:00,0.187652538,0.187652538,0.187652538,0.187652538,0.187652538
6/10/2016 3:00,0.182713221,0.182713221,0.182713221,0.182713221,0.182713221
6/10/2016 4:00,0.180222809,0.180222809,0.180222809,0.180222809,0.180222809
6/10/2016 5:00,0.183398084,0.183398084,0.183398084,0.183398084,0.183398084
6/10/2016 6:00,0.196535007,0.196535007,0.196535007,0.196535007,0.196535007
6/10/2016 7:00,0.196410486,0.196410486,0.196410486,0.196410486,0.196410486
6/10/2016 8:00,0.208239943,0.208239943,0.208239943,0.208239943,0.208239943
6/10/2016 9:00,0.217807275,0.217807275,0.217807275,0.217807275,0.217807275
6/10/2016 10:00,0.228848101,0.228848101,0.228848101,0.228848101,0.228848101
6/10/2016 11:00,0.232542212,0.232542212,0.232542212,0.232542212,0.232542212
6/10/2016 12:00,0.242752901,0.242752901,0.242752901,0.242752901,0.242752901
6/10/2016 13:00,0.237855091,0.237855091,0.237855091,0.237855091,0.237855091
6/10/2016 14:00,0.241985024,0.241985024,0.241985024,0.241985024,0.241985024
6/10/2016 15:00,0.229719746,0.229719746,0.229719746,0.229719746,0.229719746
6/10/2016 16:00,0.223078647,0.223078647,0.223078647,0.223078647,0.223078647
6/10/2016 17:00,0.216437549,0.216437549,0.216437549,0.216437549,0.216437549
6/10/2016 18:00,0.210875629,0.210875629,0.210875629,0.210875629,0.210875629
6/10/2016 19:00,0.206662682,0.206662682,0.206662682,0.206662682,0.206662682
6/10/2016 20:00,0.186905414,0.186905414,0.186905414,0.186905414,0.186905414
6/10/2016 21:00,0.186739387,0.186739387,0.186739387,0.186739387,0.186739387
6/10/2016 22:00,0.183045276,0.183045276,0.183045276,0.183045276,0.183045276
6/10/2016 23:00,0.182049111,0.182049111,0.182049111,0.182049111,0.182049111
6/11/2016 0:00,0.18404144,0.18404144,0.18404144,0.18404144,0.18404144
6/11/2016 1:00,0.185763975,0.185763975,0.185763975,0.185763975,0.185763975
6/11/2016 2:00,0.182277399,0.182277399,0.182277399,0.182277399,0.182277399
6/11/2016 3:00,0.178521027,0.178521027,0.178521027,0.178521027,0.178521027
6/11/2016 4:00,0.177898424,0.177898424,0.177898424,0.177898424,0.177898424
6/11/2016 5:00,0.182173632,0.182173632,0.182173632,0.182173632,0.182173632
6/11/2016 6:00,0.178790822,0.178790822,0.178790822,0.178790822,0.178790822
6/11/2016 7:00,0.171651641,0.171651641,0.171651641,0.171651641,0.171651641
6/11/2016 8:00,0.165653899,0.165653899,0.165653899,0.165653899,0.165653899
6/11/2016 9:00,0.171630888,0.171630888,0.171630888,0.171630888,0.171630888
6/11/2016 10:00,0.18252644,0.18252644,0.18252644,0.18252644,0.18252644
6/11/2016 11:00,0.182443426,0.182443426,0.182443426,0.182443426,0.182443426
6/11/2016 12:00,0.185037605,0.185037605,0.185037605,0.185037605,0.185037605
6/11/2016 13:00,0.186490346,0.186490346,0.186490346,0.186490346,0.186490346
6/11/2016 14:00,0.192571101,0.192571101,0.192571101,0.192571101,0.192571101
6/11/2016 15:00,0.187797812,0.187797812,0.187797812,0.187797812,0.187797812
6/11/2016 16:00,0.197634939,0.197634939,0.197634939,0.197634939,0.197634939
6/11/2016 17:00,0.198091514,0.198091514,0.198091514,0.198091514,0.198091514
6/11/2016 18:00,0.193671033,0.193671033,0.193671033,0.193671033,0.193671033
6/11/2016 19:00,0.203570421,0.203570421,0.203570421,0.203570421,0.203570421
6/11/2016 20:00,0.183149043,0.183149043,0.183149043,0.183149043,0.183149043
6/11/2016 21:00,0.194459664,0.194459664,0.194459664,0.194459664,0.194459664
6/11/2016 22:00,0.182422673,0.182422673,0.182422673,0.182422673,0.182422673
6/11/2016 23:00,0.180139795,0.180139795,0.180139795,0.180139795,0.180139795
6/12/2016 0:00,0.18597151,0.18597151,0.18597151,0.18597151,0.18597151
6/12/2016 1:00,0.175843835,0.175843835,0.175843835,0.175843835,0.175843835
6/12/2016 2:00,0.178002192,0.178002192,0.178002192,0.178002192,0.178002192
6/12/2016 3:00,0.183605618,0.183605618,0.183605618,0.183605618,0.183605618
6/12/2016 4:00,0.176424931,0.176424931,0.176424931,0.176424931,0.176424931
6/12/2016 5:00,0.167563215,0.167563215,0.167563215,0.167563215,0.167563215
6/12/2016 6:00,0.174411848,0.174411848,0.174411848,0.174411848,0.174411848
6/12/2016 7:00,0.168144311,0.168144311,0.168144311,0.168144311,0.168144311
6/12/2016 8:00,0.16577842,0.16577842,0.16577842,0.16577842,0.16577842
6/12/2016 9:00,0.173000614,0.173000614,0.173000614,0.173000614,0.173000614
6/12/2016 10:00,0.190807059,0.190807059,0.190807059,0.190807059,0.190807059
6/12/2016 11:00,0.194521924,0.194521924,0.194521924,0.194521924,0.194521924
6/12/2016 12:00,0.180492603,0.180492603,0.180492603,0.180492603,0.180492603
6/12/2016 13:00,0.184664043,0.184664043,0.184664043,0.184664043,0.184664043
6/12/2016 14:00,0.181218974,0.181218974,0.181218974,0.181218974,0.181218974
6/12/2016 15:00,0.19020521,0.19020521,0.19020521,0.19020521,0.19020521
6/12/2016 16:00,0.185846989,0.185846989,0.185846989,0.185846989,0.185846989
6/12/2016 17:00,0.178562534,0.178562534,0.178562534,0.178562534,0.178562534
6/12/2016 18:00,0.178666301,0.178666301,0.178666301,0.178666301,0.178666301
6/12/2016 19:00,0.173747738,0.173747738,0.173747738,0.173747738,0.173747738
6/12/2016 20:00,0.17974548,0.17974548,0.17974548,0.17974548,0.17974548
